INDMusic Channel Report
June 2014
MILKMAN

Partner Views are: 0
Non-Ad Requested Views: 0
Partner Revenue is: 0
Partner Ad Enabled Views are: 0
Partner Thousands of Ad Enabled Views: undefined
CPM: N/A
INDMusic Percentage: 0.1
Partner InDMusic Fee is: 0
Total Partner Earnings: 0

UGC Views are: 26058
UGC Revenue is: 29.520642000000006
UGC Ad Enabled Views are: 21751
UGC Thousands of Ad Enabled Views: 21.751
INDMusic Percentags: 0.1
UGC InDMusic Fee is: 2.9520642000000006
Total UGC Earnings: 26.568577800000007

Total Channel Partner Payout: 26.568577800000007

videoId,claimType,claimOrigin,assetTitle,contentType,assetType,artist,album,isrc,customId,writer,channel,tViews,adViews,tEarnings
"xVgyL1MkDaI","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,3,3,0
"yVp5SyDLKiI","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,53,53,0.01628
"zFlYB1mBycE","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,6,6,0
"zTNBiEH5gbQ","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,2,2,0.000192
"zwE0ATuqS68","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,5,0,0
"YVxEWoL1Rug","Audio","Audio Match","So Much for Clockwork","UGC","Sound Recording","Milkman","Fragments","TCABD1229290","MILKMAN",,,1,0,0
"MGKX9rDPsOY","Audio","Audio Match","Occupy Spotlight","UGC","Sound Recording","Milkman","Fragments","TCABD1229235","MILKMAN",,,1,1,0
"3mCkgPVzpAg","Audio","Audio Match","Occupy Spotlight","UGC","Sound Recording","Milkman","Fragments","TCABD1229235","MILKMAN",,,1,1,0
"FBWi8ZZF9Gk","Audio","Audio Match","Occupy Spotlight","UGC","Sound Recording","Milkman","Fragments","TCABD1229235","MILKMAN",,,4,4,0
"HqZJYt8EjMo","Audio","Audio Match","Get Weird","UGC","Sound Recording","Milkman","Machines & Dreams","TCABO1392720","MILKMAN",,,1,1,0
"VaLwN51zC_o","Audio","Audio Match","Occupy Spotlight","UGC","Sound Recording","Milkman","Fragments","TCABD1229235","MILKMAN",,,20,20,0.00178
"WVZl2LI9s5Y","Audio","Audio Match","Occupy Spotlight","UGC","Sound Recording","Milkman","Fragments","TCABD1229235","MILKMAN",,,9,9,0
"WVZl2LI9s5Y","Audio","Audio Match","Occupy Spotlight","UGC","Sound Recording","Milkman","Fragments","TCABD1229235","MILKMAN",,,2,0,0
"qogJ_1RdHYg","Audio","Audio Match","Occupy Spotlight","UGC","Sound Recording","Milkman","Fragments","TCABD1229235","MILKMAN",,,3,3,0
"w7GzmWXP8GU","Audio","Audio Match","Occupy Spotlight","UGC","Sound Recording","Milkman","Fragments","TCABD1229235","MILKMAN",,,13,13,0
"-8kd5n-AQw0","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,1,0
"-EnZdmUW4tk","Audio","Audio Match","Powers Like Kenny","UGC","Sound Recording","Milkman","Fragments","TCABD1229271","MILKMAN",,,1,1,0
